date,state_name,district_name,market_name,variety,p_min,p_max,p_modal
2022-04-13,Punjab,Sangrur,Sandaur,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Shahid Bhagat Singh Nagar,Nawanshahar,Medium,2015.0,2020.0,2015
2022-04-13,Punjab,Shahid Bhagat Singh Nagar,Nawan Shahar(Mandi Jadla),Other,2015.0,2015.0,2015
2022-04-13,Punjab,Kapurthala,Dhilwan,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Ludhiana,Mullanpur Dakha (Sawadi),Other,2015.0,2015.0,2015
2022-04-13,Punjab,Ludhiana,Hathur,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Ludhiana,Sidhwan Bet (Lodhiwala),Other,2015.0,2015.0,2015
2022-04-13,Punjab,Jalandhar,Nakodar(Sarih),Other,2015.0,2015.0,2015
2022-04-13,Punjab,Jalandhar,Noor Mehal,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Sangrur,Sulargharat,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Firozpur,Zira,Other,2015.0,2020.0,2015
2022-04-13,Punjab,Firozpur,Jalalabad,Other,2015.0,2020.0,2015
2022-04-13,Punjab,Firozpur,Firozepur City,147 Average,2015.0,2015.0,2015
2022-04-13,Punjab,Firozpur,Abohar,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Ludhiana,Mullanpur,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Ludhiana,Jagraon,Other,2015.0,2020.0,2018
2022-04-13,Punjab,Barnala,Mehal Kalan,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Barnala,Mehal Kallan (ChananWal),PBW-343,2015.0,2015.0,2015
2022-04-13,Punjab,Ludhiana,Sidhwan Bet,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Moga,Kot ise Khan,Other,2015.0,2025.0,2020
2022-04-13,Punjab,Ludhiana,Sahnewal,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Sangrur,Amargarh,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Shahid Bhagat Singh Nagar,Nawan Shahar(MandiRaho),Other,2015.0,2015.0,2015
2022-04-13,Punjab,Tarn Taran,Chabhal,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Sangrur,Bhawanigarh,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Amritsar,Majitha,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Amritsar,Rayya,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Bathinda,Sangat,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Bathinda,Bhucho,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Bathinda,Maur,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Hoshiarpur,Garhshankar(Saila Khurd),Medium,2015.0,2015.0,2015
2022-04-13,Punjab,Faridkot,Jaitu,Local,2015.0,2015.0,2015
2022-04-13,Punjab,Faridkot,Sadiq,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Gurdaspur,Kahnuwan,147 Average,2015.0,2015.0,2015
2022-04-13,Punjab,Muktsar,Bariwala,Other,2015.0,2020.0,2020
2022-04-13,Punjab,Gurdaspur,Dinanagar,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Patiala,Bhadson,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Patiala,Rajpura,Local,2015.0,2020.0,2015
2022-04-13,Punjab,Patiala,Dakala,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Patiala,Patran(Ghagga Mandi),Other,2015.0,2015.0,2015
2022-04-13,Punjab,Amritsar,Rayya(Sathiala),Other,2015.0,2015.0,2015
2022-04-13,Punjab,Mansa,Bhikhi,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Mansa,Boha,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Tarn Taran,Tarantaran,Other,2015.0,2015.0,2015
2022-04-13,Punjab,Tarn Taran,Patti,147 Average,2015.0,2015.0,2015
2022-04-13,Punjab,Fatehgarh Sahib,Amloh,147 Best,2015.0,2015.0,2015
2022-04-13,Punjab,Fatehgarh Sahib,Amloh(Gobind Garh Mandi),147 Best,2015.0,2015.0,2015
2022-04-13,Punjab,Mansa,Mansa,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Sangrur,Amargarh,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Mansa,Budhlada (Phaphre Bhaike),Other,2015.0,2015.0,2015
2022-04-14,Punjab,Fatehgarh Sahib,Amloh(Gobind Garh Mandi),147 Best,2015.0,2015.0,2015
2022-04-14,Punjab,Mansa,Boha,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Mansa,Budalada,147 Average,2015.0,2015.0,2015
2022-04-14,Punjab,Faridkot,Sadiq,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Mansa,Bhikhi,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Muktsar,Bariwala,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Faridkot,Jaitu,Local,2015.0,2015.0,2015
2022-04-14,Punjab,Bathinda,Sangat,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Sangrur,Sulargharat,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Mansa,Mansa,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Patiala,Dakala,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Tarn Taran,Chabhal,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Patiala,Bhadson,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Fatehgarh Sahib,Amloh,147 Best,2015.0,2015.0,2015
2022-04-14,Punjab,Patiala,Samana(Kakrala),Hybrid,2015.0,2015.0,2015
2022-04-14,Punjab,Patiala,Samana,Hybrid,2015.0,2015.0,2015
2022-04-14,Punjab,Sangrur,Sherpur,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Sangrur,Bhawanigarh,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Sangrur,Sandaur,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Tarn Taran,Tarantaran,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Tarn Taran,Naushera Pannuan,Other,2015.0,2015.0,2015
2022-04-14,Punjab,Tarn Taran,Patti,147 Average,2015.0,2015.0,2015
2022-04-14,Punjab,Amritsar,Rayya,Other,2015.0,2015.0,2015
